Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004680,Female,No,1,Graduate,Yes,7334,8415.0,199.0,240.0,0.0,Semiurban,N
LP004681,Male,Yes,0,Not Graduate,Yes,14140,7187.0,387.0,360.0,1.0,Urban,Y
LP004685,Female,Yes,2,Graduate,Yes,14478,4472.0,142.0,180.0,0.0,Urban,Y
LP004685,Female,Yes,3+,Not Graduate,No,8635,7968.0,438.0,240.0,1.0,Semiurban,N
LP004691,Male,Yes,0,Not Graduate,Yes,1873,9664.0,426.0,180.0,0.0,Urban,N
LP004695,Male,No,3+,Graduate,Yes,3186,2961.0,133.0,180.0,1.0,Semiurban,Y
LP004702,Male,Yes,0,Graduate,No,9669,4545.0,271.0,180.0,0.0,Rural,Y
LP004702,Male,No,0,Graduate,No,4891,5403.0,130.0,240.0,1.0,Semiurban,N
LP004707,Male,No,2,Graduate,No,18620,2705.0,389.0,360.0,0.0,Urban,N
LP004714,Male,No,1,Graduate,No,14991,9874.0,391.0,240.0,0.0,Semiurban,N
LP004719,Male,Yes,0,Not Graduate,No,16432,6446.0,63.0,240.0,1.0,Urban,Y
LP004720,Male,No,3+,Not Graduate,No,2930,4386.0,69.0,180.0,0.0,Rural,Y
LP004723,Male,No,2,Not Graduate,No,11044,4995.0,483.0,240.0,1.0,Semiurban,Y
LP004733,Male,No,1,Not Graduate,No,2862,4791.0,464.0,240.0,1.0,Rural,N
LP004737,Male,No,2,Not Graduate,No,15180,2586.0,422.0,360.0,1.0,Semiurban,N
LP004737,Male,No,0,Not Graduate,No,19120,4784.0,491.0,240.0,1.0,Urban,N
LP004738,Male,Yes,0,Graduate,Yes,2754,6565.0,47.0,240.0,0.0,Rural,N
LP004748,Female,No,0,Not Graduate,Yes,14976,2485.0,289.0,240.0,0.0,Urban,Y
LP004763,Male,Yes,1,Not Graduate,No,2456,2047.0,277.0,180.0,0.0,Semiurban,Y
LP004776,Female,Yes,3+,Not Graduate,Yes,13389,6974.0,405.0,240.0,0.0,Semiurban,Y
LP004777,Male,No,1,Graduate,No,8473,3960.0,466.0,180.0,0.0,Urban,N
LP004809,Female,Yes,2,Graduate,No,8260,4100.0,247.0,180.0,0.0,Urban,N
LP004820,Female,Yes,3+,Graduate,No,7543,2760.0,419.0,180.0,1.0,Rural,Y
LP004823,Female,No,1,Not Graduate,No,12156,2061.0,79.0,360.0,0.0,Rural,Y
LP004824,Female,Yes,1,Not Graduate,No,7444,1546.0,282.0,240.0,0.0,Rural,Y
LP004830,Male,No,0,Not Graduate,Yes,6816,4925.0,80.0,240.0,0.0,Rural,N
LP004833,Female,Yes,3+,Graduate,Yes,6915,4992.0,21.0,180.0,1.0,Semiurban,Y
LP004836,Female,Yes,1,Graduate,Yes,14371,118.0,359.0,180.0,0.0,Semiurban,N
LP004847,Female,No,2,Not Graduate,Yes,4481,4717.0,361.0,360.0,1.0,Urban,N
LP004855,Female,Yes,0,Not Graduate,No,7150,8285.0,75.0,240.0,1.0,Semiurban,Y
LP004863,Male,No,3+,Not Graduate,Yes,19076,1833.0,231.0,180.0,1.0,Rural,Y
LP004866,Female,No,0,Not Graduate,No,19125,268.0,378.0,180.0,1.0,Semiurban,N
LP004868,Female,No,1,Graduate,No,8953,2078.0,314.0,360.0,0.0,Semiurban,Y
LP004876,Male,Yes,0,Not Graduate,Yes,11838,9348.0,420.0,360.0,0.0,Rural,Y
LP004879,Female,No,3+,Graduate,Yes,6624,7745.0,389.0,240.0,1.0,Semiurban,Y
LP004886,Male,Yes,0,Graduate,Yes,13307,1835.0,179.0,240.0,1.0,Urban,N
LP004892,Male,No,1,Graduate,No,8153,8444.0,371.0,180.0,0.0,Rural,N
LP004915,Female,No,2,Graduate,Yes,15054,442.0,237.0,180.0,1.0,Urban,N
LP004922,Female,Yes,3+,Graduate,No,19386,9331.0,59.0,240.0,1.0,Rural,Y
LP004931,Male,Yes,2,Graduate,Yes,4268,2617.0,223.0,180.0,0.0,Semiurban,N
LP004932,Male,No,1,Not Graduate,No,13146,8305.0,343.0,180.0,1.0,Semiurban,N
LP004934,Male,Yes,0,Not Graduate,Yes,17238,2088.0,416.0,360.0,0.0,Urban,N
LP004938,Male,No,0,Not Graduate,Yes,2981,8425.0,267.0,180.0,0.0,Semiurban,Y
LP004939,Male,No,1,Graduate,No,17432,512.0,86.0,180.0,1.0,Rural,Y
LP004940,Male,Yes,0,Not Graduate,Yes,2226,7231.0,497.0,240.0,0.0,Semiurban,N
LP004943,Female,Yes,2,Graduate,No,5221,3987.0,423.0,240.0,0.0,Urban,N
LP004949,Female,Yes,3+,Graduate,Yes,17621,6861.0,57.0,180.0,1.0,Rural,N
LP004950,Female,No,3+,Graduate,Yes,11238,4427.0,168.0,360.0,0.0,Rural,N
LP004961,Female,Yes,0,Not Graduate,No,5467,801.0,80.0,360.0,0.0,Semiurban,Y
LP004975,Female,No,3+,Not Graduate,No,16280,102.0,310.0,360.0,1.0,Semiurban,Y
LP004976,Male,Yes,2,Graduate,Yes,8753,5880.0,406.0,240.0,1.0,Rural,Y
LP004988,Female,Yes,1,Not Graduate,No,9159,29.0,34.0,180.0,1.0,Rural,N
LP004990,Male,No,0,Not Graduate,No,14048,7640.0,289.0,180.0,0.0,Rural,N
LP005010,Female,No,2,Graduate,Yes,4924,8432.0,365.0,240.0,0.0,Urban,N
LP005012,Female,No,1,Graduate,Yes,19327,4854.0,321.0,240.0,1.0,Semiurban,N
LP005024,Female,Yes,1,Graduate,Yes,18458,908.0,245.0,180.0,1.0,Rural,Y
LP005034,Male,Yes,2,Not Graduate,No,4248,7230.0,290.0,360.0,1.0,Rural,N
LP005035,Female,Yes,0,Graduate,No,9701,1373.0,433.0,240.0,1.0,Rural,Y
LP005036,Male,Yes,1,Not Graduate,No,12551,9404.0,291.0,180.0,0.0,Semiurban,Y
LP005052,Male,No,2,Not Graduate,No,7123,3533.0,255.0,180.0,1.0,Urban,N
LP005056,Female,Yes,0,Not Graduate,Yes,2917,3665.0,454.0,180.0,0.0,Rural,N
LP005057,Male,Yes,1,Graduate,No,2032,5734.0,391.0,180.0,1.0,Rural,N
LP005067,Female,Yes,3+,Graduate,Yes,8209,4894.0,39.0,360.0,0.0,Urban,N
LP005080,Male,Yes,0,Graduate,Yes,3354,817.0,37.0,180.0,1.0,Rural,N
LP005082,Female,Yes,0,Not Graduate,Yes,7468,4325.0,68.0,360.0,1.0,Urban,Y
LP005087,Male,No,0,Graduate,No,13778,4416.0,123.0,360.0,1.0,Urban,N
LP005108,Male,Yes,3+,Graduate,No,8349,5604.0,32.0,180.0,1.0,Rural,Y
LP005108,Female,No,2,Graduate,Yes,7274,1324.0,375.0,360.0,1.0,Semiurban,N
LP005117,Female,Yes,2,Graduate,Yes,18631,2144.0,256.0,180.0,0.0,Urban,Y
LP005139,Male,Yes,0,Graduate,Yes,3891,5899.0,459.0,360.0,1.0,Urban,Y
LP005145,Male,No,3+,Not Graduate,No,19985,8314.0,83.0,240.0,1.0,Rural,N
LP005152,Female,No,1,Not Graduate,Yes,15798,5566.0,217.0,360.0,1.0,Rural,Y
LP005154,Male,No,3+,Graduate,No,18136,6418.0,102.0,240.0,0.0,Urban,N
LP005173,Male,Yes,0,Not Graduate,No,19401,6757.0,229.0,180.0,0.0,Rural,Y
LP005177,Female,Yes,0,Graduate,Yes,1911,5962.0,257.0,180.0,1.0,Rural,N
LP005179,Female,No,0,Not Graduate,No,6383,1512.0,232.0,240.0,1.0,Semiurban,N
LP005190,Male,No,3+,Graduate,Yes,6069,4676.0,351.0,180.0,1.0,Semiurban,Y
LP005194,Male,Yes,0,Graduate,Yes,5041,2940.0,191.0,360.0,1.0,Rural,N
LP005198,Male,No,1,Graduate,Yes,17918,8997.0,20.0,360.0,1.0,Semiurban,N
LP005204,Male,Yes,3+,Not Graduate,No,6182,4077.0,352.0,240.0,1.0,Semiurban,N
LP005208,Male,No,0,Not Graduate,Yes,17774,7693.0,221.0,240.0,0.0,Urban,N
LP005209,Female,Yes,3+,Not Graduate,No,2377,5463.0,203.0,180.0,1.0,Urban,Y
LP005219,Male,Yes,2,Not Graduate,Yes,2893,4293.0,406.0,360.0,0.0,Rural,Y
LP005219,Male,Yes,3+,Not Graduate,No,11741,4799.0,391.0,180.0,1.0,Rural,Y
LP005225,Male,Yes,2,Not Graduate,No,7022,5628.0,427.0,360.0,1.0,Rural,Y
LP005243,Female,Yes,3+,Not Graduate,No,4085,7665.0,353.0,240.0,1.0,Rural,Y
LP005251,Female,No,0,Not Graduate,No,12619,3803.0,369.0,180.0,0.0,Semiurban,N
LP005254,Male,Yes,3+,Not Graduate,No,16558,5122.0,103.0,360.0,0.0,Rural,Y
LP005262,Female,Yes,2,Graduate,Yes,5105,6340.0,412.0,360.0,1.0,Urban,Y
LP005271,Male,Yes,3+,Not Graduate,No,15320,1441.0,159.0,360.0,0.0,Urban,N
LP005271,Female,Yes,1,Not Graduate,No,17777,7818.0,243.0,360.0,1.0,Semiurban,Y
LP005272,Male,No,3+,Not Graduate,No,15283,190.0,149.0,360.0,0.0,Rural,Y
LP005272,Male,No,1,Not Graduate,No,2590,9701.0,378.0,180.0,1.0,Rural,N
LP005278,Female,Yes,3+,Graduate,Yes,18225,3502.0,149.0,180.0,0.0,Semiurban,N
LP005294,Male,No,2,Not Graduate,Yes,14457,499.0,412.0,360.0,1.0,Semiurban,N
LP005295,Male,No,1,Not Graduate,Yes,7802,3146.0,165.0,240.0,1.0,Semiurban,N
LP005301,Female,Yes,3+,Graduate,No,14453,6591.0,396.0,180.0,0.0,Urban,Y
LP005311,Male,No,1,Graduate,Yes,1734,9364.0,52.0,240.0,0.0,Rural,N
LP005315,Male,No,2,Not Graduate,No,18935,326.0,188.0,240.0,0.0,Urban,Y
LP005331,Female,Yes,3+,Graduate,Yes,16537,7613.0,485.0,360.0,0.0,Semiurban,Y
LP005343,Male,Yes,3+,Graduate,No,12656,1688.0,198.0,240.0,0.0,Semiurban,Y
LP005348,Female,No,3+,Not Graduate,Yes,5088,4962.0,325.0,360.0,1.0,Rural,Y
LP005350,Female,Yes,1,Graduate,Yes,4355,3607.0,250.0,240.0,0.0,Semiurban,N
LP005350,Male,No,1,Graduate,Yes,19791,9403.0,322.0,360.0,1.0,Urban,N
LP005353,Male,Yes,2,Not Graduate,No,9046,3634.0,100.0,180.0,1.0,Urban,N
LP005357,Male,Yes,2,Not Graduate,No,10525,1827.0,412.0,360.0,1.0,Semiurban,Y
LP005365,Female,Yes,0,Graduate,No,8983,5412.0,451.0,240.0,1.0,Semiurban,N
LP005373,Female,No,2,Graduate,No,8554,7733.0,225.0,180.0,1.0,Urban,Y
LP005374,Female,No,3+,Graduate,No,11148,748.0,356.0,180.0,0.0,Rural,N
LP005380,Male,Yes,0,Not Graduate,Yes,18528,4351.0,94.0,180.0,0.0,Semiurban,Y
LP005421,Female,Yes,3+,Not Graduate,Yes,9110,5047.0,389.0,360.0,0.0,Rural,Y
LP005422,Female,Yes,1,Graduate,No,14217,766.0,447.0,180.0,1.0,Rural,N
LP005423,Female,No,3+,Not Graduate,No,15300,4170.0,127.0,360.0,1.0,Rural,Y
LP005424,Female,Yes,1,Not Graduate,No,1956,2648.0,323.0,180.0,0.0,Semiurban,Y
LP005425,Male,No,0,Not Graduate,No,13613,678.0,237.0,240.0,1.0,Urban,N
LP005431,Male,No,0,Not Graduate,No,8887,9215.0,55.0,240.0,1.0,Rural,N
LP005441,Male,Yes,1,Graduate,Yes,19272,5256.0,328.0,180.0,0.0,Semiurban,Y
LP005446,Male,Yes,3+,Graduate,No,8401,7388.0,198.0,240.0,1.0,Urban,Y
LP005466,Male,Yes,2,Graduate,Yes,3589,7537.0,244.0,180.0,0.0,Semiurban,N
LP005485,Female,Yes,1,Not Graduate,Yes,5876,5517.0,282.0,180.0,1.0,Rural,N
LP005485,Male,Yes,3+,Graduate,Yes,13240,7676.0,345.0,360.0,0.0,Semiurban,N
LP005494,Female,Yes,0,Graduate,Yes,6817,7725.0,166.0,180.0,0.0,Urban,N
LP005509,Female,Yes,2,Graduate,Yes,5549,4199.0,75.0,180.0,1.0,Semiurban,N
LP005515,Male,No,0,Not Graduate,No,5178,6856.0,192.0,360.0,1.0,Urban,Y
LP005517,Female,No,0,Not Graduate,No,16510,7201.0,397.0,180.0,0.0,Semiurban,Y
LP005520,Female,No,0,Not Graduate,Yes,16148,1516.0,329.0,360.0,0.0,Rural,Y
LP005532,Female,No,3+,Not Graduate,Yes,10794,9844.0,145.0,240.0,0.0,Rural,Y
LP005534,Female,No,0,Graduate,Yes,4960,1578.0,477.0,360.0,1.0,Semiurban,N
LP005542,Male,No,0,Not Graduate,Yes,2374,9224.0,187.0,360.0,1.0,Rural,N
LP005545,Female,Yes,1,Not Graduate,No,15874,4428.0,340.0,180.0,1.0,Urban,N
LP005547,Male,Yes,0,Not Graduate,No,2896,3548.0,80.0,240.0,1.0,Semiurban,N
LP005548,Female,Yes,3+,Graduate,No,15092,896.0,304.0,180.0,0.0,Urban,Y
LP005551,Male,No,2,Not Graduate,No,2766,5529.0,452.0,360.0,0.0,Semiurban,N
LP005564,Male,Yes,2,Not Graduate,No,10279,3464.0,69.0,180.0,1.0,Rural,N
LP005565,Male,No,1,Not Graduate,Yes,15043,9090.0,298.0,180.0,1.0,Semiurban,Y
LP005566,Female,Yes,3+,Not Graduate,No,17420,5709.0,152.0,240.0,1.0,Urban,Y
LP005574,Female,Yes,3+,Not Graduate,No,2851,7231.0,53.0,180.0,1.0,Rural,N
LP005600,Male,Yes,1,Not Graduate,No,12593,1189.0,447.0,240.0,0.0,Urban,N
LP005605,Female,Yes,3+,Graduate,Yes,3496,8773.0,115.0,180.0,0.0,Semiurban,Y
LP005610,Female,No,0,Not Graduate,Yes,8633,1001.0,389.0,180.0,1.0,Rural,N
LP005610,Male,Yes,2,Graduate,Yes,12727,8238.0,417.0,360.0,1.0,Urban,Y
LP005620,Female,No,2,Graduate,No,2609,7649.0,156.0,360.0,0.0,Rural,Y
LP005625,Male,Yes,3+,Graduate,Yes,7058,2326.0,462.0,240.0,1.0,Semiurban,Y
LP005630,Female,No,1,Graduate,Yes,14477,7100.0,157.0,360.0,1.0,Urban,N
LP005634,Female,Yes,2,Not Graduate,Yes,9500,6320.0,237.0,240.0,0.0,Semiurban,Y
LP005636,Male,No,3+,Graduate,Yes,18656,2862.0,274.0,360.0,1.0,Semiurban,N
LP005636,Female,No,0,Not Graduate,No,15888,708.0,322.0,180.0,0.0,Rural,Y
LP005640,Female,No,0,Not Graduate,Yes,13305,6178.0,316.0,360.0,1.0,Rural,N
LP005647,Male,No,3+,Graduate,Yes,6095,6489.0,319.0,180.0,1.0,Semiurban,Y
LP005647,Female,Yes,3+,Not Graduate,No,12417,5017.0,68.0,360.0,1.0,Semiurban,Y
LP005649,Male,No,1,Not Graduate,Yes,18679,7655.0,168.0,180.0,1.0,Urban,Y
LP005658,Male,Yes,0,Not Graduate,No,8980,2595.0,260.0,180.0,1.0,Rural,Y
LP005667,Female,No,3+,Graduate,No,8057,6280.0,174.0,360.0,0.0,Urban,Y
LP005669,Female,Yes,0,Graduate,Yes,16302,1356.0,199.0,360.0,1.0,Semiurban,Y
LP005672,Female,No,2,Graduate,No,12711,8854.0,399.0,180.0,0.0,Rural,Y
LP005675,Female,No,2,Graduate,Yes,3837,1174.0,280.0,180.0,1.0,Urban,Y
LP005675,Female,Yes,3+,Not Graduate,Yes,10680,1054.0,379.0,180.0,1.0,Semiurban,Y
LP005679,Female,No,3+,Not Graduate,Yes,1945,5591.0,322.0,180.0,1.0,Rural,N
LP005681,Male,Yes,0,Graduate,Yes,4395,7989.0,415.0,360.0,1.0,Urban,Y
LP005688,Male,No,3+,Graduate,No,7460,1461.0,323.0,240.0,0.0,Urban,Y
LP005694,Female,Yes,1,Not Graduate,No,5417,5474.0,390.0,180.0,0.0,Rural,Y
LP005702,Male,No,2,Not Graduate,No,18292,1773.0,363.0,240.0,1.0,Rural,Y
LP005708,Female,No,1,Not Graduate,No,8048,5033.0,127.0,360.0,0.0,Urban,N
LP005709,Male,Yes,2,Not Graduate,Yes,15854,79.0,170.0,180.0,0.0,Rural,N
LP005719,Female,No,2,Graduate,No,9026,506.0,184.0,360.0,0.0,Semiurban,N
LP005734,Female,Yes,3+,Not Graduate,Yes,12544,4388.0,349.0,360.0,1.0,Urban,N
LP005736,Female,No,2,Graduate,No,12080,7546.0,307.0,360.0,1.0,Urban,Y
LP005737,Male,Yes,2,Graduate,No,4592,2206.0,454.0,240.0,1.0,Urban,Y
LP005737,Female,Yes,3+,Graduate,Yes,10839,9897.0,499.0,360.0,1.0,Semiurban,Y
LP005759,Male,No,3+,Not Graduate,Yes,11061,8381.0,425.0,180.0,0.0,Rural,N
LP005768,Female,No,0,Not Graduate,No,7391,414.0,224.0,180.0,1.0,Semiurban,N
LP005772,Male,No,2,Not Graduate,No,7647,9199.0,427.0,240.0,1.0,Rural,Y
LP005791,Male,Yes,2,Graduate,Yes,10765,131.0,423.0,180.0,0.0,Semiurban,Y
LP005791,Male,No,1,Graduate,No,4640,6114.0,335.0,360.0,0.0,Urban,Y
LP005798,Male,No,1,Graduate,Yes,7483,8642.0,182.0,360.0,0.0,Semiurban,N
LP005802,Male,Yes,2,Not Graduate,No,7454,7761.0,400.0,240.0,1.0,Urban,N
LP005803,Male,Yes,2,Not Graduate,No,3749,6109.0,454.0,240.0,1.0,Semiurban,Y
LP005803,Male,No,3+,Graduate,No,10356,8751.0,497.0,240.0,0.0,Semiurban,N
LP005805,Male,Yes,3+,Not Graduate,Yes,3092,466.0,121.0,360.0,1.0,Semiurban,N
LP005809,Female,No,0,Graduate,Yes,4945,3121.0,483.0,360.0,0.0,Rural,Y
LP005810,Male,Yes,0,Not Graduate,No,10576,7021.0,386.0,360.0,1.0,Rural,N
LP005817,Male,No,0,Not Graduate,No,6007,5944.0,320.0,360.0,0.0,Rural,N
LP005826,Male,Yes,0,Graduate,Yes,5764,7643.0,158.0,240.0,0.0,Urban,N
LP005832,Male,Yes,2,Graduate,Yes,7876,345.0,301.0,360.0,0.0,Rural,N
LP005875,Male,Yes,2,Not Graduate,Yes,2437,7067.0,428.0,360.0,1.0,Semiurban,N
LP005879,Male,Yes,3+,Not Graduate,No,14014,5693.0,123.0,360.0,1.0,Rural,N
LP005889,Female,No,0,Graduate,Yes,18590,5564.0,412.0,240.0,1.0,Urban,N
LP005894,Female,Yes,3+,Not Graduate,Yes,8784,3922.0,401.0,180.0,0.0,Semiurban,Y
LP005894,Female,Yes,1,Not Graduate,Yes,8050,6239.0,297.0,360.0,1.0,Urban,N
LP005897,Male,No,3+,Graduate,No,19264,8615.0,22.0,180.0,1.0,Urban,N
LP005932,Female,Yes,1,Graduate,No,9091,9247.0,356.0,360.0,0.0,Semiurban,Y
LP005936,Male,No,0,Not Graduate,No,9183,8488.0,110.0,240.0,1.0,Rural,Y
LP005943,Male,Yes,0,Not Graduate,No,7069,5319.0,339.0,360.0,0.0,Urban,N
LP005961,Male,Yes,1,Not Graduate,No,19494,6985.0,250.0,180.0,1.0,Semiurban,Y
LP005965,Female,No,2,Graduate,No,12824,131.0,330.0,360.0,0.0,Rural,Y
LP005969,Male,Yes,0,Not Graduate,Yes,4579,4424.0,319.0,180.0,1.0,Semiurban,N
LP005976,Female,Yes,0,Not Graduate,Yes,11108,219.0,422.0,360.0,1.0,Semiurban,Y
LP005980,Female,Yes,1,Graduate,Yes,19426,4052.0,439.0,240.0,1.0,Rural,N
LP006001,Male,Yes,3+,Graduate,Yes,6630,1664.0,66.0,180.0,1.0,Urban,N
LP006005,Male,No,1,Not Graduate,Yes,14663,3707.0,54.0,180.0,1.0,Rural,N
LP006011,Male,Yes,3+,Not Graduate,No,6398,4012.0,472.0,360.0,0.0,Semiurban,Y
LP006014,Male,No,0,Not Graduate,Yes,4573,5451.0,27.0,180.0,0.0,Semiurban,Y
LP006019,Male,No,3+,Not Graduate,No,17443,2320.0,326.0,360.0,1.0,Semiurban,Y
LP006019,Male,Yes,1,Not Graduate,Yes,3601,3397.0,95.0,240.0,1.0,Rural,N
LP006028,Female,No,2,Not Graduate,No,6575,8894.0,179.0,240.0,1.0,Rural,N
LP006033,Female,No,2,Not Graduate,No,16772,4532.0,247.0,180.0,0.0,Urban,Y
LP006038,Female,No,2,Not Graduate,No,13130,2034.0,176.0,360.0,0.0,Rural,N
LP006038,Male,Yes,1,Graduate,No,16794,9806.0,255.0,180.0,1.0,Semiurban,N
LP006041,Female,Yes,3+,Not Graduate,No,9380,2049.0,184.0,240.0,0.0,Rural,N
LP006048,Male,Yes,1,Not Graduate,No,3273,2547.0,161.0,360.0,0.0,Urban,N
LP006049,Female,Yes,3+,Graduate,Yes,19964,8692.0,94.0,180.0,1.0,Urban,N
LP006050,Female,No,2,Graduate,No,10865,9810.0,101.0,360.0,0.0,Rural,Y
LP006051,Female,No,0,Graduate,No,14121,3279.0,361.0,180.0,0.0,Rural,Y
LP006054,Female,Yes,2,Not Graduate,No,4385,5528.0,342.0,360.0,1.0,Urban,N
LP006069,Male,Yes,2,Not Graduate,No,13605,9690.0,368.0,240.0,1.0,Rural,N
LP006088,Female,Yes,1,Graduate,Yes,16631,423.0,86.0,180.0,1.0,Rural,N
LP006091,Female,No,1,Graduate,No,10842,381.0,204.0,360.0,1.0,Urban,N
LP006100,Female,Yes,3+,Not Graduate,Yes,15094,8401.0,144.0,360.0,1.0,Semiurban,Y
LP006104,Female,Yes,1,Not Graduate,No,4647,4851.0,316.0,240.0,0.0,Semiurban,Y
LP006109,Male,No,1,Graduate,No,8585,590.0,372.0,360.0,0.0,Rural,N
LP006110,Female,Yes,3+,Graduate,Yes,2185,3462.0,32.0,180.0,1.0,Rural,N
LP006121,Female,No,1,Graduate,Yes,9663,1627.0,196.0,180.0,0.0,Rural,N
LP006123,Male,Yes,1,Not Graduate,Yes,7760,6881.0,114.0,180.0,0.0,Semiurban,N
LP006124,Female,Yes,3+,Graduate,No,13988,257.0,460.0,240.0,0.0,Rural,N
LP006133,Female,No,0,Graduate,Yes,16613,1852.0,192.0,180.0,1.0,Semiurban,Y
LP006135,Male,No,3+,Not Graduate,No,6918,5512.0,420.0,180.0,1.0,Semiurban,Y
LP006146,Male,Yes,3+,Not Graduate,Yes,19017,7865.0,93.0,180.0,1.0,Semiurban,Y
LP006159,Male,Yes,0,Graduate,Yes,6602,4185.0,293.0,180.0,1.0,Rural,N
LP006178,Female,Yes,1,Not Graduate,Yes,13976,7003.0,469.0,360.0,1.0,Semiurban,N
LP006181,Female,Yes,3+,Not Graduate,No,17878,5774.0,289.0,240.0,1.0,Urban,N
LP006190,Male,No,1,Graduate,No,4278,4523.0,365.0,360.0,0.0,Semiurban,N
LP006194,Male,No,0,Graduate,Yes,6062,966.0,202.0,240.0,1.0,Semiurban,Y
LP006194,Male,No,1,Not Graduate,No,16065,1905.0,80.0,240.0,0.0,Semiurban,N
LP006201,Male,Yes,0,Not Graduate,Yes,14584,4789.0,375.0,240.0,1.0,Urban,Y
LP006202,Female,Yes,1,Not Graduate,No,6094,183.0,264.0,240.0,1.0,Rural,N
LP006221,Male,No,0,Graduate,Yes,5059,9010.0,40.0,180.0,0.0,Rural,Y
LP006223,Male,No,3+,Not Graduate,Yes,4397,8559.0,107.0,180.0,0.0,Rural,Y
LP006224,Male,No,1,Not Graduate,Yes,14398,4881.0,67.0,360.0,0.0,Urban,N
LP006227,Male,No,0,Not Graduate,Yes,6629,5470.0,234.0,240.0,1.0,Semiurban,Y
LP006233,Female,Yes,0,Not Graduate,No,10408,3252.0,287.0,240.0,0.0,Semiurban,N
LP006242,Female,No,1,Graduate,No,10006,4226.0,351.0,240.0,1.0,Semiurban,N
LP006249,Male,Yes,1,Not Graduate,No,11276,4138.0,131.0,240.0,0.0,Semiurban,Y
LP006255,Male,No,1,Not Graduate,Yes,5294,6328.0,276.0,360.0,1.0,Rural,Y
LP006258,Male,Yes,1,Not Graduate,Yes,10449,1177.0,344.0,240.0,0.0,Semiurban,N
LP006267,Female,Yes,2,Graduate,No,14613,1263.0,443.0,240.0,1.0,Semiurban,N
LP006270,Female,Yes,0,Not Graduate,No,2494,9135.0,462.0,240.0,0.0,Rural,N
LP006285,Male,No,2,Not Graduate,No,3269,2267.0,459.0,360.0,1.0,Semiurban,Y
LP006289,Male,No,0,Not Graduate,No,5361,7621.0,220.0,240.0,1.0,Semiurban,N
LP006297,Female,No,1,Graduate,No,8737,3037.0,210.0,240.0,0.0,Urban,N
LP006313,Female,Yes,0,Not Graduate,Yes,2674,4991.0,329.0,360.0,1.0,Urban,N
LP006319,Male,Yes,2,Graduate,Yes,18188,7081.0,100.0,360.0,0.0,Rural,Y
LP006342,Male,Yes,1,Graduate,No,2695,1677.0,203.0,180.0,0.0,Rural,N
LP006346,Female,Yes,0,Not Graduate,No,15417,7001.0,409.0,240.0,0.0,Urban,Y
LP006346,Female,Yes,0,Not Graduate,No,2404,7755.0,127.0,360.0,0.0,Rural,N
LP006352,Female,Yes,0,Not Graduate,Yes,3046,9490.0,346.0,240.0,1.0,Semiurban,Y
LP006370,Female,No,2,Not Graduate,No,6945,193.0,101.0,240.0,0.0,Urban,Y
LP006382,Female,No,1,Graduate,Yes,11335,4803.0,228.0,360.0,1.0,Rural,Y
LP006382,Female,Yes,3+,Not Graduate,No,2573,8856.0,225.0,360.0,0.0,Semiurban,Y
LP006385,Female,No,3+,Graduate,Yes,5109,7043.0,436.0,240.0,1.0,Semiurban,N
LP006387,Male,No,0,Graduate,No,2223,8970.0,65.0,360.0,1.0,Urban,Y
LP006388,Female,Yes,0,Not Graduate,No,15169,9700.0,394.0,360.0,0.0,Rural,N
LP006392,Male,No,1,Graduate,Yes,16885,8671.0,35.0,180.0,0.0,Rural,N
LP006400,Female,Yes,0,Graduate,No,18514,2752.0,134.0,240.0,1.0,Urban,N
LP006409,Female,No,1,Graduate,Yes,6445,153.0,21.0,360.0,1.0,Rural,N
LP006420,Male,Yes,2,Not Graduate,Yes,4182,2549.0,203.0,180.0,0.0,Rural,N
LP006427,Male,Yes,2,Not Graduate,Yes,17433,4045.0,484.0,240.0,0.0,Semiurban,Y
LP006432,Female,Yes,0,Not Graduate,Yes,17875,6652.0,180.0,180.0,0.0,Semiurban,Y
LP006444,Female,No,0,Graduate,No,14529,6502.0,440.0,180.0,1.0,Semiurban,N
LP006444,Male,Yes,1,Graduate,Yes,14100,6866.0,303.0,360.0,0.0,Urban,N
LP006488,Female,Yes,3+,Not Graduate,Yes,3940,5418.0,335.0,180.0,0.0,Semiurban,Y
LP006491,Male,Yes,1,Not Graduate,Yes,11353,9380.0,456.0,360.0,0.0,Urban,N
LP006495,Female,No,0,Not Graduate,Yes,13012,6503.0,168.0,180.0,0.0,Urban,Y
LP006497,Female,Yes,0,Graduate,No,3583,1457.0,480.0,240.0,0.0,Urban,Y
LP006497,Male,No,1,Graduate,Yes,5761,599.0,123.0,240.0,0.0,Urban,Y
LP006503,Male,Yes,0,Graduate,Yes,3253,8975.0,160.0,360.0,0.0,Urban,N
LP006505,Male,No,0,Not Graduate,No,4600,4013.0,469.0,180.0,0.0,Rural,Y
LP006521,Female,Yes,1,Graduate,No,16268,295.0,423.0,180.0,1.0,Semiurban,N
LP006528,Male,Yes,3+,Graduate,No,11460,4554.0,180.0,180.0,0.0,Urban,N
LP006530,Female,Yes,2,Graduate,No,16511,8084.0,76.0,180.0,1.0,Semiurban,Y
LP006533,Male,Yes,2,Graduate,No,18305,1593.0,27.0,240.0,1.0,Urban,Y
LP006537,Female,Yes,1,Not Graduate,No,5871,1975.0,38.0,360.0,1.0,Semiurban,N
